identifierHash,type,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,seniorityAsMonths,seniorityAsYears,countryCode
1958782337186630020,user,Canada,en,3,8,0,0,0,0.0,6,0,F,2,mrs,True,True,False,True,616,3197,106.57,8.88,ca
6596879519735381995,user,Egypte,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,56,3197,106.57,8.88,eg
-2713570119265781065,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,701,3197,106.57,8.88,gb
6679419707258135455,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,fr
-3881657356493462725,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,gb
-4052532265158853032,user,Russie,en,3,8,0,0,0,0.0,1,0,F,2,mrs,True,False,True,True,701,3197,106.57,8.88,ru
3564500747285461982,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,701,3197,106.57,8.88,fr
-9018184971564651458,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,us
7290711942334690472,user,France,fr,5,8,0,2,1,0.0,0,0,F,2,mrs,False,False,False,True,691,3197,106.57,8.88,fr
-1108189652806377152,user,Allemagne,de,3,10,18,0,0,0.0,3,4,F,2,mrs,True,False,True,True,15,3197,106.57,8.88,de
-5805407778855590655,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,gb
8573173327939857063,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,fr
-7907247009581424890,user,France,en,5,9,2,0,0,0.0,0,1,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,fr
-3106181762733810353,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,701,3197,106.57,8.88,gb
319703839388474212,user,Danemark,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,626,3197,106.57,8.88,dk
2739644108350922198,user,Allemagne,de,3,8,0,0,0,0.0,2,0,F,2,mrs,True,False,True,True,701,3197,106.57,8.88,de
-7618695615207281245,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,701,3197,106.57,8.88,fr
-6125723181807671157,user,Italie,it,6,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,700,3197,106.57,8.88,it
-7016578521501631392,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,701,3197,106.57,8.88,gb
3899281761780870917,user,France,fr,4,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,fr
-4102954885957916832,user,Espagne,es,4,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,701,3197,106.57,8.88,es
-6504598611906730569,user,Singapour,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,701,3197,106.57,8.88,sg
760134902107473469,user,Allemagne,de,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,395,3197,106.57,8.88,de
2017145407951316338,user,Italie,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,332,3197,106.57,8.88,it
8678884908580450654,user,Allemagne,de,4,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,511,3197,106.57,8.88,de
2568110618956563625,user,France,fr,7,8,0,2,2,0.0,46,0,F,2,mrs,False,False,False,True,595,3197,106.57,8.88,fr
-7969413997384752146,user,Italie,it,4,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,it
1491685106797463188,user,Belgique,fr,9,8,1,0,0,0.0,111,5,F,2,mrs,True,False,True,True,629,3197,106.57,8.88,be
6751164648139172232,user,Hong Kong,en,4,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,701,3197,106.57,8.88,hk
-5067105194801771315,user,Royaume-Uni,en,4,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,701,3197,106.57,8.88,gb
7717230137603348622,user,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,701,3197,106.57,8.88,it
-5103450814317110541,user,Suisse,fr,4,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,680,3197,106.57,8.88,ch
-2333315729379577084,user,Chine,en,4,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,701,3197,106.57,8.88,cn
3635686117731034603,user,Italie,it,4,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,it
549058205772890781,user,France,fr,4,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,463,3197,106.57,8.88,fr
6387773738379620168,user,Royaume-Uni,en,4,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,185,3197,106.57,8.88,gb
8760743567105723227,user,France,fr,4,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,fr
-2852768120824270190,user,France,fr,4,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,False,700,3197,106.57,8.88,fr
-2450047423331702396,user,Espagne,es,4,8,7,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,es
-1255236747451318147,user,Allemagne,de,4,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,de
5926516230464544111,user,Allemagne,de,5,8,18,0,0,0.0,1,1,F,2,mrs,True,False,True,False,45,3197,106.57,8.88,de
4469290956342398101,user,Allemagne,de,5,8,206,0,0,0.0,81,12,F,2,mrs,True,False,True,True,32,3197,106.57,8.88,de
-27309397162295831,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,701,3197,106.57,8.88,gb
-6650786279324481978,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,396,3197,106.57,8.88,gb
8502320168731748901,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,449,3197,106.57,8.88,fr
-4262509461525218916,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,gb
-4679746801552961785,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,it
-6155636296430893415,user,Royaume-Uni,en,3,8,1,0,0,0.0,2,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,gb
7668711174053397520,user,Pologne,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,pl
9068057469593071693,user,Hong Kong,es,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,602,3197,106.57,8.88,hk
7235566394120185248,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,fr
-2594568611373265129,user,Taiwan,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,tw
-7995197779174506062,user,Danemark,en,3,8,19,0,0,0.0,1,0,F,2,mrs,True,False,True,True,211,3197,106.57,8.88,dk
-7237292019915337657,user,Italie,it,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,3197,106.57,8.88,it
8940907140780803237,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,fr
8430724413658769965,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,it
3896582367977424224,user,France,fr,14,12,19,1,3,100.0,9,0,M,1,mr,True,False,True,False,219,3197,106.57,8.88,fr
1755057391787526879,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,de
-7898255709361267433,user,Allemagne,de,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,690,3197,106.57,8.88,de
448213835131528303,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,it
5588617454257463528,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,False,701,3197,106.57,8.88,fr
-6802607710548581201,user,Espagne,es,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,701,3197,106.57,8.88,es
7288882179584129356,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,es
7913848688643084906,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,695,3197,106.57,8.88,fr
1312252164325897670,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,fr
8357224500584500136,user,Allemagne,de,3,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,182,3197,106.57,8.88,de
3120403812197900911,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,au
-2289393783469950700,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,530,3197,106.57,8.88,es
-3583294460553093343,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,au
2289903109511573371,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,699,3197,106.57,8.88,it
-8164388202420706937,user,Pays-Bas,en,3,12,78,0,0,0.0,3,1,F,2,mrs,False,False,False,False,85,3197,106.57,8.88,nl
3041861818786327596,user,France,fr,3,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,580,3197,106.57,8.88,fr
9036887879585452473,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,au
8176518214983682351,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,de
871280032827339138,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,701,3197,106.57,8.88,fr
-76900570284159785,user,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,650,3197,106.57,8.88,it
3718323460791352284,user,Allemagne,de,3,8,13,0,0,0.0,0,0,M,1,mr,True,False,True,True,492,3197,106.57,8.88,de
5394451718271866700,user,Suisse,de,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,701,3197,106.57,8.88,ch
-1375149718274149522,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,it
-1807821644196787690,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,388,3197,106.57,8.88,us
-6159701708805485050,user,Royaume-Uni,en,3,8,3,0,0,0.0,1,0,F,2,mrs,False,False,False,True,650,3197,106.57,8.88,gb
-8411173079353339033,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,gb
5877002622920284828,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,649,3197,106.57,8.88,us
9096798022326350802,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,694,3197,106.57,8.88,fr
2862064034795491531,user,Finlande,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,691,3197,106.57,8.88,fi
3667169868581686015,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,us
470723823602086358,user,Allemagne,de,4,8,0,0,0,0.0,0,1,F,2,mrs,True,False,True,True,83,3197,106.57,8.88,de
6120532709249636421,user,Italie,it,7,8,4,6,8,100.0,0,0,F,2,mrs,True,False,True,True,13,3197,106.57,8.88,it
-5758912174803408459,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,698,3197,106.57,8.88,gb
7470909667524662400,user,Pakistan,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,428,3197,106.57,8.88,pk
-3531938177051655093,user,Brésil,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,505,3197,106.57,8.88,br
-7847896707132612126,user,Etats-Unis,en,3,8,16,0,0,0.0,10,0,F,2,mrs,True,False,True,True,436,3197,106.57,8.88,us
6119341953977908516,user,France,fr,3,8,1,0,0,0.0,0,0,M,1,mr,False,False,False,True,701,3197,106.57,8.88,fr
5672578926527821778,user,Allemagne,de,21,9,0,0,13,100.0,9,3,F,2,mrs,True,False,True,False,390,3197,106.57,8.88,de
7352604774687717098,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,433,3197,106.57,8.88,us
-6136379854450271703,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,us
287332356077247831,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,fr
-7137519038260023067,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,False,701,3197,106.57,8.88,fr
-1002189843600074991,user,Royaume-Uni,en,7,8,1,0,0,0.0,138,2,M,1,mr,True,True,False,True,114,3197,106.57,8.88,gb
5093909549334169152,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,271,3197,106.57,8.88,fr
2868836804347453126,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,fr
-5567731205718444447,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,663,3197,106.57,8.88,gb
-3891363992315056552,user,Suisse,de,3,8,1,0,0,0.0,15,0,M,1,mr,True,False,True,True,235,3197,106.57,8.88,ch
-2461942264305753086,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,gb
5793751596697193556,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,453,3197,106.57,8.88,de
-3819395068301293838,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,us
-4755135309605063973,user,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,701,3197,106.57,8.88,fr
7342250633505208276,user,France,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,fr
-1398766372808839952,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,False,701,3197,106.57,8.88,gb
-2707233781931410147,user,Pays-Bas,en,3,8,62,0,0,0.0,11,1,F,2,mrs,True,False,True,True,13,3197,106.57,8.88,nl
-7124532856063736937,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,fr
-3938357190547921380,user,France,fr,4,8,4,1,0,0.0,0,0,F,2,mrs,True,False,True,False,538,3197,106.57,8.88,fr
8773479254604103646,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,us
-8840012403592162977,user,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,701,3197,106.57,8.88,fr
-676699696572069445,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,566,3197,106.57,8.88,fr
9098333984920137321,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,gb
2265566472129062166,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,645,3197,106.57,8.88,fr
1551041446527272161,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,343,3197,106.57,8.88,fr
-6929176557809272613,user,Allemagne,de,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,701,3197,106.57,8.88,de
-6935903532485702080,user,Allemagne,de,9,12,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,194,3197,106.57,8.88,de
814685848023981257,user,Allemagne,it,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,699,3197,106.57,8.88,de
3966521335914750691,user,Espagne,es,3,8,0,0,0,0.0,0,0,M,1,mr,True,True,False,True,699,3197,106.57,8.88,es
-2451842068964658604,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,34,3197,106.57,8.88,fr
1538033883443972350,user,Suède,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,414,3197,106.57,8.88,se
-8770156978928757499,user,Suède,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,se
4445506812713830969,user,Espagne,es,3,8,22,0,0,0.0,0,0,F,2,mrs,False,False,False,True,698,3197,106.57,8.88,es
-1983956773472157754,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,us
7090280617510997028,user,Australie,en,3,8,0,0,0,0.0,2,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,au
-5522126685187915157,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,37,3197,106.57,8.88,gb
-3361869715952846773,user,Pays-Bas,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,701,3197,106.57,8.88,nl
2704653805627809821,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,fr
7232876362877895245,user,Serbie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,rs
-6658667957364120696,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,362,3197,106.57,8.88,fr
-7103631502958986795,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,431,3197,106.57,8.88,de
-9180022265885844265,user,France,fr,3,8,0,0,0,0.0,5,0,F,2,mrs,False,False,False,True,700,3197,106.57,8.88,fr
-4738162688213885899,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,fr
3559798931958396756,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,es
8286060598748327901,user,Royaume-Uni,en,4,8,1,0,0,0.0,6,5,F,3,miss,True,True,False,True,13,3197,106.57,8.88,gb
4866432255169914625,user,Belgique,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,350,3197,106.57,8.88,be
-871764510271940884,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,us
-3429023939768705230,user,France,fr,3,8,0,1,0,0.0,1,0,F,2,mrs,False,False,False,False,108,3197,106.57,8.88,fr
1183394211194315946,user,Maroc,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,701,3197,106.57,8.88,ma
-3272412968299462323,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,300,3197,106.57,8.88,gb
5187237468650449036,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,de
-3473741987966062214,user,Italie,it,3,8,19,0,1,0.0,0,0,F,2,mrs,False,False,False,True,52,3197,106.57,8.88,it
-8265715898587028154,user,Bahreïn,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,bh
7474201099064030957,user,Belgique,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,162,3197,106.57,8.88,be
184665302819752864,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,gb
-3144094352841737758,user,Pays-Bas,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,409,3197,106.57,8.88,nl
-2068347554027484594,user,Canada,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,ca
-3844357288758841729,user,Allemagne,de,3,8,24,0,0,0.0,10,0,M,1,mr,True,True,False,True,575,3197,106.57,8.88,de
-3298300990994301618,user,Royaume-Uni,en,9,10,7,0,0,0.0,15,0,M,1,mr,True,False,True,True,69,3197,106.57,8.88,gb
90872643990085042,user,Allemagne,de,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,651,3197,106.57,8.88,de
-4577404915087715584,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,167,3197,106.57,8.88,us
-3245083646257889709,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,701,3197,106.57,8.88,fr
3050890707815024430,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,gb
-4362199985957027754,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,us
3342894938607880358,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,671,3197,106.57,8.88,us
-4467651371645317781,user,France,fr,3,8,0,0,0,0.0,3,0,M,1,mr,False,False,False,True,701,3197,106.57,8.88,fr
3930231319244722105,user,Belgique,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,be
-2105963684881744060,user,France,en,3,8,0,0,0,0.0,2,0,F,2,mrs,True,False,True,True,105,3197,106.57,8.88,fr
7964709526666378562,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,701,3197,106.57,8.88,fr
-7959403260201991444,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,fr
7762251249433171860,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,701,3197,106.57,8.88,fr
-2649001572054238486,user,France,fr,4,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,666,3197,106.57,8.88,fr
-2218034255696181151,user,Suède,en,4,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,213,3197,106.57,8.88,se
-9082045854734589315,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,701,3197,106.57,8.88,fr
-6793693804385503087,user,Australie,en,4,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,251,3197,106.57,8.88,au
-5543796989718765149,user,Liban,en,4,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,701,3197,106.57,8.88,lb
-2394277740711851911,user,Pays-Bas,en,4,8,10,0,0,0.0,0,0,F,2,mrs,True,False,True,True,654,3197,106.57,8.88,nl
-8764600571094250081,user,Espagne,es,4,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,es
6185566304945559780,user,Allemagne,de,4,8,0,0,0,0.0,1,0,F,2,mrs,True,False,True,True,615,3197,106.57,8.88,de
-533764821852502285,user,Italie,it,4,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,47,3197,106.57,8.88,it
-6931217341223231709,user,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3197,106.57,8.88,it
8338909480368557400,user,Espagne,es,4,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,es
3344343225459173482,user,Italie,it,5,8,9,0,0,0.0,0,0,F,2,mrs,False,False,False,False,700,3197,106.57,8.88,it
-5161517804329359545,user,France,fr,4,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,fr
6942825088662301433,user,Hong Kong,en,4,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,hk
-7762916303216197453,user,Etats-Unis,en,4,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,us
-8164397896853514472,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3197,106.57,8.88,fr
-1064842966310445560,user,Espagne,es,4,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,645,3197,106.57,8.88,es
3354529984883705372,user,Espagne,es,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,634,3197,106.57,8.88,es
-2942889285657635108,user,Etats-Unis,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,699,3197,106.57,8.88,us
8113352066446702057,user,Suède,en,4,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,606,3197,106.57,8.88,se
-3008639459260876575,user,Etats-Unis,en,4,8,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,462,3197,106.57,8.88,us
7829088532948158338,user,Etats-Unis,en,4,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,689,3197,106.57,8.88,us
