identifierHash,type,countryCode,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasProfilePicture,seniority,seniorityAsMonths,seniorityAsYears,websiteLongevity
650706852,user,it,Italie,it,8,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
650444708,user,it,Italie,it,3,8,1,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
650248100,user,fr,France,fr,7,8,14,0,0,0.0,1,1,M,1,mr,True,3203,106.77,8.9,3803
649789348,user,fr,France,fr,3,8,1,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
649723812,user,fr,France,en,15,8,5,2,12,91.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
649658276,user,it,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
649133988,user,nl,Pays-Bas,en,3,8,1,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
648675236,user,it,Italie,it,5,8,0,0,0,0.0,0,0,M,1,mr,False,3203,106.77,8.9,3803
648282020,user,it,Italie,it,5,8,1,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
648216484,user,ro,Roumanie,en,21,8,451,0,1,0.0,16,9,M,1,mr,True,3203,106.77,8.9,3803
648019876,user,it,Italie,it,6,9,79,0,0,0.0,106,1,M,1,mr,True,3203,106.77,8.9,3803
647430052,user,it,Italie,it,5,8,0,0,0,0.0,1,0,M,1,mr,True,3203,106.77,8.9,3803
647298980,user,de,Allemagne,de,5,8,3,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
647233444,user,ch,Suisse,fr,9,8,3,1,1,0.0,1,0,M,1,mr,True,3203,106.77,8.9,3803
647167908,user,it,Italie,it,5,8,12,0,0,0.0,15,1,M,1,mr,True,3203,106.77,8.9,3803
646840228,user,fr,France,fr,6,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
646578084,user,fr,France,fr,6,8,1,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
646381476,user,gb,Royaume-Uni,en,6,10,31,0,0,0.0,0,4,M,1,mr,False,3203,106.77,8.9,3803
645791652,user,us,Etats-Unis,en,5,8,1,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
645529508,user,at,Autriche,de,16,10,6,0,3,100.0,49,0,M,1,mr,True,3203,106.77,8.9,3803
645201828,user,fr,France,fr,66,16,10,0,26,88.0,1,11,M,1,mr,False,3203,106.77,8.9,3803
645070756,user,fr,France,fr,8,8,1,0,1,0.0,1,0,M,1,mr,True,3203,106.77,8.9,3803
644808612,user,us,Etats-Unis,en,5,10,43,0,0,0.0,6,2,M,1,mr,True,3203,106.77,8.9,3803
644743076,user,kr,Corée du Sud,en,5,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
644612004,user,us,Etats-Unis,en,6,8,9,0,0,0.0,5,5,M,1,mr,True,3203,106.77,8.9,3803
644284324,user,it,Italie,it,6,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
643956644,user,no,Norvège,en,7,8,7,0,0,0.0,0,2,M,1,mr,True,3203,106.77,8.9,3803
643563428,user,fr,France,fr,4,8,3,0,0,0.0,1,0,M,1,mr,True,3203,106.77,8.9,3803
642908068,user,es,Espagne,es,3,8,17,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
642711460,user,it,Italie,it,125,23,145,36,77,85.0,1,2,M,1,mr,False,3203,106.77,8.9,3803
642580388,user,it,Italie,it,5,8,2,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
642252708,user,gb,Royaume-Uni,en,5,8,10,0,0,0.0,1,0,M,1,mr,True,3203,106.77,8.9,3803
642121636,user,us,Etats-Unis,en,5,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
642056100,user,fr,France,fr,5,8,29,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
641925028,user,it,Italie,it,12,11,7,0,0,0.0,0,1,M,1,mr,True,3203,106.77,8.9,3803
641793956,user,at,Autriche,de,51,12,217,0,0,0.0,49,22,M,1,mr,False,3203,106.77,8.9,3803
641400740,user,us,Etats-Unis,en,49,18,734,0,0,0.0,0,6,M,1,mr,False,3203,106.77,8.9,3803
641204132,user,us,Etats-Unis,en,5,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
641073060,user,fr,France,fr,5,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
640352164,user,fr,France,fr,17,9,10,0,0,0.0,0,8,M,1,mr,False,3203,106.77,8.9,3803
640286628,user,au,Australie,en,14,8,12,0,9,88.0,0,3,M,1,mr,True,3203,106.77,8.9,3803
639893412,user,it,Italie,it,5,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
639827876,user,fr,France,fr,6,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
639631268,user,se,Suède,en,5,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
639172516,user,us,Etats-Unis,en,5,8,2,0,0,0.0,1,0,M,1,mr,True,3203,106.77,8.9,3803
639106980,user,de,Allemagne,de,5,8,2,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
638910372,user,fr,France,fr,5,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
638713764,user,de,Allemagne,de,6,8,67,0,1,0.0,2,3,M,1,mr,True,3203,106.77,8.9,3803
637927332,user,us,Etats-Unis,en,5,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
637861796,user,fr,France,fr,9,8,0,0,3,100.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
637534116,user,dk,Danemark,en,5,8,1,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
637403044,user,it,Italie,it,5,8,2,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
636813220,user,fr,France,en,5,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
636747684,user,fr,France,fr,6,8,1,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
636551076,user,fr,France,en,5,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
636485540,user,gb,Royaume-Uni,en,6,10,14,0,0,0.0,114,7,M,1,mr,True,3203,106.77,8.9,3803
636420004,user,se,Suède,en,8,9,23,0,0,0.0,22,3,M,1,mr,True,3203,106.77,8.9,3803
636157860,user,fr,France,fr,5,9,1,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
635961252,user,de,Allemagne,de,5,8,3,0,0,0.0,0,1,M,1,mr,True,3203,106.77,8.9,3803
635568036,user,de,Allemagne,de,5,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
635305892,user,de,Allemagne,en,5,8,3,0,0,0.0,0,1,M,1,mr,True,3203,106.77,8.9,3803
635043748,user,fr,France,fr,5,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
634650532,user,de,Allemagne,de,11,8,4,1,0,0.0,2,1,M,1,mr,True,3203,106.77,8.9,3803
634519460,user,be,Belgique,fr,25,11,5,0,1,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
634257316,user,fr,France,fr,5,8,3,0,0,0.0,0,1,M,1,mr,True,3203,106.77,8.9,3803
634060708,user,us,Etats-Unis,en,5,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
633733028,user,it,Italie,it,25,11,11,0,17,100.0,5,0,M,1,mr,True,3203,106.77,8.9,3803
633601956,user,gb,Royaume-Uni,en,5,8,3,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
633208740,user,us,Etats-Unis,en,15,8,618,0,0,0.0,28,18,M,1,mr,True,3203,106.77,8.9,3803
632684452,user,us,Etats-Unis,en,5,8,15,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
631963556,user,gb,Royaume-Uni,en,5,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
631766948,user,fr,France,en,5,8,2,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
631701412,user,fr,France,fr,5,8,2,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
631635876,user,us,Etats-Unis,en,5,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
631439268,user,fr,France,fr,6,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
631242660,user,dk,Danemark,en,5,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
631111588,user,fr,France,fr,5,8,2,0,0,0.0,1,0,M,1,mr,True,3203,106.77,8.9,3803
631046052,user,it,Italie,it,6,8,17,0,0,0.0,0,2,M,1,mr,True,3203,106.77,8.9,3803
630718372,user,de,Allemagne,de,6,8,0,0,0,0.0,1,2,M,1,mr,True,3203,106.77,8.9,3803
630652836,user,fr,France,fr,7,14,8,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
630456228,user,fr,France,fr,21,9,10,0,0,0.0,1,0,M,1,mr,True,3203,106.77,8.9,3803
630390692,user,us,Etats-Unis,en,6,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
630325156,user,nl,Pays-Bas,en,22,8,784,0,1,0.0,705,1,M,1,mr,True,3203,106.77,8.9,3803
629931940,user,be,Belgique,fr,7,8,1,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
629342116,user,fr,France,fr,6,8,1,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
628752292,user,us,Etats-Unis,en,7,8,0,0,0,0.0,1,1,M,1,mr,True,3203,106.77,8.9,3803
628686756,user,fr,France,fr,5,8,0,0,1,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
628621220,user,us,Etats-Unis,en,9,8,32,0,0,0.0,2,0,M,1,mr,True,3203,106.77,8.9,3803
628228004,user,fr,France,fr,24,18,177,0,1,0.0,10,8,M,1,mr,True,3203,106.77,8.9,3803
628162468,user,us,Etats-Unis,en,5,8,8,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
628096932,user,nl,Pays-Bas,en,10,8,68,0,3,66.0,0,3,M,1,mr,True,3203,106.77,8.9,3803
627376036,user,it,Italie,it,5,8,0,1,1,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
626982820,user,it,Italie,it,26,3,5,1,14,93.0,1,1,M,1,mr,True,3203,106.77,8.9,3803
626917284,user,pt,Portugal,en,13,12,19,0,0,0.0,10,3,M,1,mr,False,3203,106.77,8.9,3803
626655140,user,fr,France,fr,5,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
626261924,user,de,Allemagne,de,6,8,38,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
626130852,user,gb,Royaume-Uni,en,3,8,10,0,0,0.0,1,0,M,1,mr,True,3203,106.77,8.9,3803
625672100,user,de,Allemagne,de,6,9,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
625344420,user,gb,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
625016740,user,it,Italie,it,29,11,40,3,7,85.0,10,0,M,1,mr,True,3203,106.77,8.9,3803
624885668,user,us,Etats-Unis,en,3,2,10,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
624623524,user,fr,France,fr,6,11,9,0,0,0.0,1,1,M,1,mr,True,3203,106.77,8.9,3803
624361380,user,se,Suède,en,4,8,25,0,0,0.0,2,0,M,1,mr,True,3203,106.77,8.9,3803
624164772,user,de,Allemagne,de,4,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
624033700,user,it,Italie,it,5,8,7,1,0,0.0,13,2,M,1,mr,True,3203,106.77,8.9,3803
623443876,user,fr,France,fr,3,8,1,0,0,0.0,0,2,M,1,mr,True,3203,106.77,8.9,3803
623050660,user,nl,Pays-Bas,en,3,8,0,0,0,0.0,3,0,M,1,mr,True,3203,106.77,8.9,3803
622985124,user,be,Belgique,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
622788516,user,fr,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
622198692,user,gb,Royaume-Uni,en,14,8,21,2,5,80.0,35,6,M,1,mr,False,3203,106.77,8.9,3803
622002084,user,it,Italie,it,4,8,4,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
621281188,user,be,Belgique,fr,4,8,150,0,0,0.0,0,2,M,1,mr,True,3203,106.77,8.9,3803
621215652,user,nl,Pays-Bas,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
620953508,user,se,Suède,en,3,8,2,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
620887972,user,it,Italie,it,6,8,12,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
620756900,user,nl,Pays-Bas,en,4,8,2,0,0,0.0,0,1,M,1,mr,True,3203,106.77,8.9,3803
620560292,user,de,Allemagne,de,3,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
620429220,user,gb,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
619970468,user,fr,France,fr,7,9,14,0,0,0.0,0,1,M,1,mr,True,3203,106.77,8.9,3803
619839396,user,se,Suède,en,3,8,4,0,0,0.0,1,0,M,1,mr,True,3203,106.77,8.9,3803
619773860,user,fr,France,fr,20,19,2,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
619708324,user,de,Allemagne,de,3,8,3,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
619577252,user,fr,France,fr,4,11,2,0,0,0.0,1,0,M,1,mr,True,3203,106.77,8.9,3803
619511716,user,us,Etats-Unis,en,7,8,0,0,1,0.0,1,1,M,1,mr,True,3203,106.77,8.9,3803
619184036,user,it,Italie,it,3,8,1,0,0,0.0,0,0,M,1,mr,False,3203,106.77,8.9,3803
618987428,user,de,Allemagne,de,3,8,4,0,0,0.0,2,0,M,1,mr,True,3203,106.77,8.9,3803
618921892,user,es,Espagne,es,3,8,26,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
618463140,user,us,Etats-Unis,en,4,8,2,0,0,0.0,0,4,M,1,mr,True,3203,106.77,8.9,3803
618266532,user,gb,Royaume-Uni,en,3,8,0,0,0,0.0,0,1,M,1,mr,True,3203,106.77,8.9,3803
617807780,user,gb,Royaume-Uni,en,4,8,0,0,0,0.0,0,1,M,1,mr,True,3203,106.77,8.9,3803
617676708,user,es,Espagne,es,3,8,6,0,0,0.0,1,0,M,1,mr,True,3203,106.77,8.9,3803
617545636,user,it,Italie,fr,3,8,20,0,0,0.0,4,1,M,1,mr,True,3203,106.77,8.9,3803
617283492,user,fr,France,fr,5,8,3,0,0,0.0,8,1,M,1,mr,True,3203,106.77,8.9,3803
617086884,user,fr,France,fr,4,8,5,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
616890276,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
616824740,user,fr,France,en,4,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
616693668,user,fr,France,fr,8,9,44,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
616628132,user,fr,France,fr,6,9,1,0,3,100.0,7,2,M,1,mr,True,3203,106.77,8.9,3803
616431524,user,it,Italie,it,22,17,12,0,1,0.0,1,0,M,1,mr,False,3203,106.77,8.9,3803
616169380,user,fr,France,fr,4,9,1,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
615972772,user,de,Allemagne,fr,41,22,65,1,4,50.0,21,5,M,1,mr,False,3203,106.77,8.9,3803
615776164,user,it,Italie,it,16,8,0,66,30,90.0,0,0,M,1,mr,False,3203,106.77,8.9,3803
615710628,user,nl,Pays-Bas,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
615645092,user,de,Allemagne,de,3,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
615317412,user,es,Espagne,es,4,8,3,0,2,100.0,1,0,M,1,mr,True,3203,106.77,8.9,3803
615120804,user,gb,Royaume-Uni,en,29,12,296,0,1,0.0,254,22,M,1,mr,False,3203,106.77,8.9,3803
614924196,user,de,Allemagne,de,3,8,0,0,0,0.0,2,0,M,1,mr,True,3203,106.77,8.9,3803
614465444,user,nl,Pays-Bas,en,10,8,4,0,0,0.0,4,0,M,1,mr,True,3203,106.77,8.9,3803
614399908,user,gb,Royaume-Uni,en,3,8,1,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
614203300,user,us,Etats-Unis,en,3,9,12,0,0,0.0,0,7,M,1,mr,True,3203,106.77,8.9,3803
613810084,user,es,Espagne,es,3,8,1,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
613744548,user,ie,Irlande,en,6,8,99,0,3,0.0,66,1,M,1,mr,True,3203,106.77,8.9,3803
613351332,user,es,Espagne,es,3,9,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
613220260,user,it,Italie,it,6,8,12,0,0,0.0,0,0,M,1,mr,False,3203,106.77,8.9,3803
612892580,user,us,Etats-Unis,en,4,8,0,0,0,0.0,0,3,M,1,mr,True,3203,106.77,8.9,3803
612171684,user,se,Suède,en,4,9,2,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
612040612,user,es,Espagne,es,3,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
611188644,user,fr,France,fr,3,9,2,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
611057572,user,us,Etats-Unis,en,3,8,0,0,0,0.0,0,2,M,1,mr,True,3203,106.77,8.9,3803
610467748,user,se,Suède,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
610271140,user,fr,France,fr,4,8,0,0,4,100.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
610205604,user,it,Italie,it,23,12,12,2,6,83.0,0,0,M,1,mr,False,3203,106.77,8.9,3803
610008996,user,de,Allemagne,de,3,8,11,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
609419172,user,fr,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
608829348,user,it,Italie,it,7,8,8,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
608567204,user,gb,Royaume-Uni,en,17,12,77,0,0,0.0,8,3,M,1,mr,True,3203,106.77,8.9,3803
607977380,user,se,Suède,en,7,8,37,2,4,100.0,13,2,M,1,mr,False,3203,106.77,8.9,3803
607911844,user,gb,Royaume-Uni,en,4,8,1,0,0,0.0,0,4,M,1,mr,True,3203,106.77,8.9,3803
607780772,user,fr,France,fr,6,9,7,0,0,0.0,6,0,M,1,mr,True,3203,106.77,8.9,3803
607649700,user,fr,France,fr,3,8,6,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
607256484,user,es,Espagne,en,7,8,6,0,1,0.0,1,0,M,1,mr,True,3203,106.77,8.9,3803
607125412,user,ca,Canada,en,3,8,12,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
607059876,user,us,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3203,106.77,8.9,3803
606994340,user,fr,France,fr,3,8,1,0,0,0.0,3,2,M,1,mr,True,3203,106.77,8.9,3803
606666660,user,nl,Pays-Bas,en,4,8,4,0,0,0.0,3,0,M,1,mr,False,3203,106.77,8.9,3803
